CBO Ocupação 2002;titulo;POTECoriginal;potec;Potec Grupo
214305;Engenheiro eletricista;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214310;Engenheiro eletrônico;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214435;Tecnólogo em fabricação mecânica;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214415;Engenheiro mecânico (energia nuclear);Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214420;Engenheiro mecânico industrial;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214425;Engenheiro aeronáutico;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214430;Engenheiro naval;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214405;Engenheiro mecânico;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214410;Engenheiro mecânico automotivo;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214535;Tecnólogo em produção sulcroalcooleira;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214530;Engenheiro químico (utilidades e meio ambiente);Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214525;Engenheiro químico (petróleo e borracha);Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214520;Engenheiro químico (papel e celulose);Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214515;Engenheiro químico (mineração, metalurgia, siderurgia, cimenteira e cerâmica);Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214510;Engenheiro químico (indústria química);Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214505;Engenheiro químico;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214610;Engenheiro metalurgista;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214605;Engenheiro de materiais;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214615;Tecnólogo em metalurgia;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214745;Tecnólogo em petróleo e gás;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214750;Tecnólogo em rochas ornamentais;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214705;Engenheiro de minas;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214710;Engenheiro de minas (beneficiamento);Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214715;Engenheiro de minas (lavra a céu aberto);Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214720;Engenheiro de minas (lavra subterrânea);Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214725;Engenheiro de minas (pesquisa mineral);Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214730;Engenheiro de minas (planejamento);Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214735;Engenheiro de minas (processo);Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214740;Engenheiro de minas (projeto);Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214810;Engenheiro cartógrafo;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214805;Engenheiro agrimensor;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214925;Engenheiro de tempos e movimentos;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214910;Engenheiro de controle de qualidade;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214935;Tecnólogo em segurança do trabalho;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214940;Higienista ocupacional;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214945;Engenheiro de logistica;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214905;Engenheiro de produção;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214920;Engenheiro de riscos;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214915;Engenheiro de segurança do trabalho;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
214930;Tecnólogo em produção industrial;Engenheiros Civis etc;Engenheiros Civis etc;Engenheiros
215120;Coordenador de operações de combate à poluição no meio aquaviário;Demais Ocupações;Demais Ocupações;Demais Ocupações
215115;Comandante da marinha mercante;Demais Ocupações;Demais Ocupações;Demais Ocupações
215110;Capitão de manobra da marinha mercante;Demais Ocupações;Demais Ocupações;Demais Ocupações
215145;Prático de portos da marinha mercante;Demais Ocupações;Demais Ocupações;Demais Ocupações
215105;Agente de manobra e docagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
215130;Inspetor de terminal;Demais Ocupações;Demais Ocupações;Demais Ocupações
215135;Inspetor naval;Demais Ocupações;Demais Ocupações;Demais Ocupações
215140;Oficial de quarto de navegação da marinha mercante;Demais Ocupações;Demais Ocupações;Demais Ocupações
215125;Imediato da marinha mercante;Demais Ocupações;Demais Ocupações;Demais Ocupações
215150;Vistoriador naval;Demais Ocupações;Demais Ocupações;Demais Ocupações
215215;Segundo oficial de máquinas da marinha mercante;Demais Ocupações;Demais Ocupações;Demais Ocupações
215210;Primeiro oficial de máquinas da marinha mercante;Demais Ocupações;Demais Ocupações;Demais Ocupações
215205;Oficial superior de máquinas da marinha mercante;Demais Ocupações;Demais Ocupações;Demais Ocupações
215220;Superintendente técnico no transporte aquaviário;Demais Ocupações;Demais Ocupações;Demais Ocupações
215305;Piloto de aeronaves;Demais Ocupações;Demais Ocupações;Demais Ocupações
215310;Piloto de ensaios em vôo;Demais Ocupações;Demais Ocupações;Demais Ocupações
215315;Instrutor de vôo;Demais Ocupações;Demais Ocupações;Demais Ocupações
221105;Biólogo;Biólogos e biomédicos;Biólogos e biomédicos;Profissionais Científicos
221205;Biomédico;Biólogos e biomédicos;Biólogos e biomédicos;Profissionais Científicos
222115;Engenheiro de pesca;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros
222110;Engenheiro agrônomo;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros
222105;Engenheiro agrícola;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros
222120;Engenheiro florestal;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros
222205;Engenheiro de alimentos;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros
222215;Tecnólogo em alimentos;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros agrônomos, de alimentos, florestais e de pesca;Engenheiros
223236;Cirurgião dentista - odontopediatra;Demais Ocupações;Demais Ocupações;Demais Ocupações
223240;Cirurgião dentista - ortopedista e ortodontista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223244;Cirurgião dentista - patologista bucal;Demais Ocupações;Demais Ocupações;Demais Ocupações
223248;Cirurgião dentista - periodontista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223252;Cirurgião dentista - protesiólogo bucomaxilofacial;Demais Ocupações;Demais Ocupações;Demais Ocupações
223256;Cirurgião dentista - protesista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223260;Cirurgião dentista - radiologista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223264;Cirurgião dentista - reabilitador oral;Demais Ocupações;Demais Ocupações;Demais Ocupações
223268;Cirurgião dentista - traumatologista bucomaxilofacial;Demais Ocupações;Demais Ocupações;Demais Ocupações
223272;Cirurgião dentista de saúde coletiva;Demais Ocupações;Demais Ocupações;Demais Ocupações
223276;Cirurgião dentista - odontologia do trabalho;Demais Ocupações;Demais Ocupações;Demais Ocupações
223280;Cirurgião dentista - dentística;Demais Ocupações;Demais Ocupações;Demais Ocupações
223284;Cirurgião dentista - disfunção temporomandibular e dor orofacial;Demais Ocupações;Demais Ocupações;Demais Ocupações
223288;Cirurgião dentista - odontologia para pacientes com necessidades especiais;Demais Ocupações;Demais Ocupações;Demais Ocupações
223293;Cirurgião-dentista da estratégia de saúde da família;Demais Ocupações;Demais Ocupações;Demais Ocupações
223204;Cirurgião dentista - auditor;Demais Ocupações;Demais Ocupações;Demais Ocupações
223208;Cirurgião dentista - clínico geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
223212;Cirurgião dentista - endodontista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223216;Cirurgião dentista - epidemiologista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223220;Cirurgião dentista - estomatologista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223224;Cirurgião dentista - implantodontista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223228;Cirurgião dentista - odontogeriatra;Demais Ocupações;Demais Ocupações;Demais Ocupações
223232;Cirurgião dentista - odontologista legal;Demais Ocupações;Demais Ocupações;Demais Ocupações
223305;Médico veterinário;Demais Ocupações;Demais Ocupações;Demais Ocupações
223310;Zootecnista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223420;Farmacêutico de alimentos;Demais Ocupações;Demais Ocupações;Demais Ocupações
223430;Farmacêutico em saúde pública;Demais Ocupações;Demais Ocupações;Demais Ocupações
223425;Farmacêutico práticas integrativas e complementares;Demais Ocupações;Demais Ocupações;Demais Ocupações
223415;Farmacêutico analista clínico;Demais Ocupações;Demais Ocupações;Demais Ocupações
223405;Farmacêutico;Demais Ocupações;Demais Ocupações;Demais Ocupações
223435;Farmacêutico industrial;Demais Ocupações;Demais Ocupações;Demais Ocupações
223440;Farmacêutico toxicologista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223445;Farmacêutico hospitalar e clínico;Demais Ocupações;Demais Ocupações;Demais Ocupações
223505;Enfermeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
223565;Enfermeiro da estratégia de saúde da família;Demais Ocupações;Demais Ocupações;Demais Ocupações
223560;Enfermeiro sanitarista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223555;Enfermeiro puericultor e pediátrico;Demais Ocupações;Demais Ocupações;Demais Ocupações
223550;Enfermeiro psiquiátrico;Demais Ocupações;Demais Ocupações;Demais Ocupações
223545;Enfermeiro obstétrico;Demais Ocupações;Demais Ocupações;Demais Ocupações
223540;Enfermeiro neonatologista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223535;Enfermeiro nefrologista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223530;Enfermeiro do trabalho;Demais Ocupações;Demais Ocupações;Demais Ocupações
223525;Enfermeiro de terapia intensiva;Demais Ocupações;Demais Ocupações;Demais Ocupações
223520;Enfermeiro de centro cirúrgico;Demais Ocupações;Demais Ocupações;Demais Ocupações
223515;Enfermeiro de bordo;Demais Ocupações;Demais Ocupações;Demais Ocupações
223510;Enfermeiro auditor;Demais Ocupações;Demais Ocupações;Demais Ocupações
223570;Perfusionista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223640;Fisioterapeuta osteopata;Demais Ocupações;Demais Ocupações;Demais Ocupações
223645;Fisioterapeuta quiropraxista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223650;Fisioterapeuta acupunturista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223655;Fisioterapeuta esportivo;Demais Ocupações;Demais Ocupações;Demais Ocupações
223660;Fisioterapeuta  do trabalho;Demais Ocupações;Demais Ocupações;Demais Ocupações
223635;Fisioterapeuta traumato-ortopédica funcional;Demais Ocupações;Demais Ocupações;Demais Ocupações
223605;Fisioterapeuta geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
223625;Fisioterapeuta respiratória;Demais Ocupações;Demais Ocupações;Demais Ocupações
223630;Fisioterapeuta neurofuncional;Demais Ocupações;Demais Ocupações;Demais Ocupações
223710;Nutricionista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223705;Dietista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223825;Fonoaudiólogo em disfagia;Demais Ocupações;Demais Ocupações;Demais Ocupações
223810;Fonoaudiólogo geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
223830;Fonoaudiólogo em linguagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
223820;Fonoaudiólogo em audiologia;Demais Ocupações;Demais Ocupações;Demais Ocupações
223815;Fonoaudiólogo educacional;Demais Ocupações;Demais Ocupações;Demais Ocupações
223840;Fonoaudiólogo em saúde coletiva;Demais Ocupações;Demais Ocupações;Demais Ocupações
223835;Fonoaudiólogo em motricidade orofacial;Demais Ocupações;Demais Ocupações;Demais Ocupações
223845;Fonoaudiólogo em voz;Demais Ocupações;Demais Ocupações;Demais Ocupações
223910;Ortoptista;Demais Ocupações;Demais Ocupações;Demais Ocupações
223905;Terapeuta ocupacional;Demais Ocupações;Demais Ocupações;Demais Ocupações
224105;Avaliador físico;Demais Ocupações;Demais Ocupações;Demais Ocupações
224110;Ludomotricista;Demais Ocupações;Demais Ocupações;Demais Ocupações
224115;Preparador de atleta;Demais Ocupações;Demais Ocupações;Demais Ocupações
224135;Treinador profissional de futebol;Demais Ocupações;Demais Ocupações;Demais Ocupações
224125;Técnico de desporto individual e coletivo (exceto futebol);Demais Ocupações;Demais Ocupações;Demais Ocupações
