CBO 94 Ocupação;CBO 02;nomenclatura;POTECoriginal;potec;Potec Grupo
06390;223208;Outros cirurgiões-dentistas;Demais Ocupações;Demais Ocupações;Demais Ocupações
06510;223305;Médico veterinário, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
06530;223305;Patologista (medicina veterinária);Demais Ocupações;Demais Ocupações;Demais Ocupações
06540;223310;Zootecnista;Demais Ocupações;Demais Ocupações;Demais Ocupações
06590;223305;Outros  médicos veterinários e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
06710;223405;Farmacêutico, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
06720;223405;Farmacêutico cosmetólogo;Demais Ocupações;Demais Ocupações;Demais Ocupações
06790;223405;Outros farmacêuticos;Demais Ocupações;Demais Ocupações;Demais Ocupações
06810;223710;Nutricionista, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
06820;223710;Nutricionista (saúde pública);Demais Ocupações;Demais Ocupações;Demais Ocupações
06830;223705;Dietista;Demais Ocupações;Demais Ocupações;Demais Ocupações
06890;223705;Outros nutricionistas e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
07110;223505;Enfermeiro, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
07130;223560;Enfermeiro sanitarista;Demais Ocupações;Demais Ocupações;Demais Ocupações
07140;223530;Enfermeiro do trabalho;Demais Ocupações;Demais Ocupações;Demais Ocupações
07145;223545;Enfermeiro obstétrico;Demais Ocupações;Demais Ocupações;Demais Ocupações
07150;223520;Enfermeiro de centro cirúrgico;Demais Ocupações;Demais Ocupações;Demais Ocupações
07155;223525;Enfermeiro de terapia intensiva;Demais Ocupações;Demais Ocupações;Demais Ocupações
07160;223555;Enfermeiro puericultor e pediátrico;Demais Ocupações;Demais Ocupações;Demais Ocupações
07165;223550;Enfermeiro psiquiátrico;Demais Ocupações;Demais Ocupações;Demais Ocupações
07190;223505;Outros enfermeiros;Demais Ocupações;Demais Ocupações;Demais Ocupações
07210;322205;Tecnico de enfermagem, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
07215;322215;Tecnico de enfermagem do trabalho;Demais Ocupações;Demais Ocupações;Demais Ocupações
07220;322210;Tecnico de enfermagem de terapia intensiva;Demais Ocupações;Demais Ocupações;Demais Ocupações
07230;322220;Tecnico de enfermagem psiquiatrica;Demais Ocupações;Demais Ocupações;Demais Ocupações
07290;322230;Outros tecnicos de enfermagem e trabalhadores assemelhados (exceto enfermeiros);Demais Ocupações;Demais Ocupações;Demais Ocupações
07310;251605;Assistente social, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
07315;251605;Assistente social (saúde);Demais Ocupações;Demais Ocupações;Demais Ocupações
07325;251605;Assistente social (trabalho e previdência social);Demais Ocupações;Demais Ocupações;Demais Ocupações
07345;251605;Assistente social (problemas infanto-juvenis);Demais Ocupações;Demais Ocupações;Demais Ocupações
07390;251605;Outros assistentes sociais;Demais Ocupações;Demais Ocupações;Demais Ocupações
07410;251510;Psicólogo, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
07415;251540;Psicólogo do trabalho;Demais Ocupações;Demais Ocupações;Demais Ocupações
07425;251505;Psicólogo, educacional;Demais Ocupações;Demais Ocupações;Demais Ocupações
07435;251510;Psicólogo clínico;Demais Ocupações;Demais Ocupações;Demais Ocupações
07445;251535;Psicólogo de trânsito;Demais Ocupações;Demais Ocupações;Demais Ocupações
07450;251525;Psicólogo jurídico;Demais Ocupações;Demais Ocupações;Demais Ocupações
07455;251515;Psicólogo de esporte;Demais Ocupações;Demais Ocupações;Demais Ocupações
07460;251530;Psicólogo social;Demais Ocupações;Demais Ocupações;Demais Ocupações
07490;251505;Outros psicólogos;Demais Ocupações;Demais Ocupações;Demais Ocupações
07525;223910;Ortoptista;Demais Ocupações;Demais Ocupações;Demais Ocupações
07530;322305;Óptico;Demais Ocupações;Demais Ocupações;Demais Ocupações
07540;322305;Contactólogo;Demais Ocupações;Demais Ocupações;Demais Ocupações
07550;#N/D;Tecnólogo em orientação  e mobilidadede de cegos e deficientes visuais;Demais Ocupações;Demais Ocupações;Demais Ocupações
07590;752235;Outros ortoptistas e ópticos;Demais Ocupações;Demais Ocupações;Demais Ocupações
07620;223605;Fisioterapeuta;Demais Ocupações;Demais Ocupações;Demais Ocupações
07630;223905;Terapeuta ocupacional;Demais Ocupações;Demais Ocupações;Demais Ocupações
07690;223605;Outros terapeutas;Demais Ocupações;Demais Ocupações;Demais Ocupações
07720;324115;Operador de raios X;Demais Ocupações;Demais Ocupações;Demais Ocupações
07730;324110;Operador de eletrocardiógrafo;Demais Ocupações;Demais Ocupações;Demais Ocupações
07740;324105;Operador de eletroencefalógrafo;Demais Ocupações;Demais Ocupações;Demais Ocupações
07790;324110;Outros  operadores de equipamentos médicos e odontológicos;Demais Ocupações;Demais Ocupações;Demais Ocupações
07915;322105;Acupunturista;Demais Ocupações;Demais Ocupações;Demais Ocupações
07925;223810;Fonoaudiólogo;Demais Ocupações;Demais Ocupações;Demais Ocupações
07935;322405;Técnico em higiene dental;Demais Ocupações;Demais Ocupações;Técnicos
07945;322115;Quiropata;Demais Ocupações;Demais Ocupações;Demais Ocupações
07950;322505;Técnico de ortopedia;Demais Ocupações;Demais Ocupações;Demais Ocupações
07990;251550;Outros  médicos, cirurgiões-dentistas, médicos veterinários, enfermeiros e trabalhadores assemelhado;Demais Ocupações;Demais Ocupações;Demais Ocupações
08110;211205;Estatístico, em geral;Matemáticos, estatísticos e afins;Matemáticos, estatísticos e afins;Profissionais Científicos
08120;203120;Estatístico matemático;Pesquisadores;Pesquisadores;Pesquisadores
08130;211210;Estatístico (estatística aplicada);Matemáticos, estatísticos e afins;Matemáticos, estatísticos e afins;Profissionais Científicos
08190;211205;Outros estatísticos;Matemáticos, estatísticos e afins;Matemáticos, estatísticos e afins;Profissionais Científicos
08220;211115;Matemático;Matemáticos, estatísticos e afins;Matemáticos, estatísticos e afins;Profissionais Científicos
08240;211110;Especialista em pesquisa operacional;Matemáticos, estatísticos e afins;Matemáticos, estatísticos e afins;Profissionais Científicos
08250;211105;Atuário;Matemáticos, estatísticos e afins;Matemáticos, estatísticos e afins;Profissionais Científicos
08290;211115;Outros matemáticos e atuários;Matemáticos, estatísticos e afins;Matemáticos, estatísticos e afins;Profissionais Científicos
08320;212405;Analista de sistemas;Profissionais da Informática;Profissionais da Informática;Profissionais Científicos
08330;212420;Analista de suporte de sistema;Profissionais da Informática;Profissionais da Informática;Profissionais Científicos
08340;142515;Gerente de processamento de dados;Demais Ocupações;Demais Ocupações;Demais Ocupações
08345;212410;Analista de comunicação (teleprocessamento);Profissionais da Informática;Profissionais da Informática;Profissionais Científicos
08390;212405;Outros analistas de sistemas;Profissionais da Informática;Profissionais da Informática;Profissionais Científicos
08410;142510;Gerente de programação;Demais Ocupações;Demais Ocupações;Demais Ocupações
08420;317110;Programador de computador;Demais Ocupações;Demais Ocupações;Técnicos
08425;313505;Técnico de teleprocessamento;Demais Ocupações;Demais Ocupações;Técnicos
08430;317115;Programador de maquinas-ferramentas com comando numerico;Demais Ocupações;Demais Ocupações;Técnicos
08490;317110;Outros programadores de computador;Demais Ocupações;Demais Ocupações;Técnicos
09110;251205;Economista, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
09120;251225;Economista (mercadologia);Demais Ocupações;Demais Ocupações;Demais Ocupações
09130;251215;Economista (programação econômico-financeira);Demais Ocupações;Demais Ocupações;Demais Ocupações
09140;251210;Economista rural;Demais Ocupações;Demais Ocupações;Demais Ocupações
09190;252105;Outros ecomomistas;Demais Ocupações;Demais Ocupações;Demais Ocupações
09220;252105;Administrador;Demais Ocupações;Demais Ocupações;Demais Ocupações
09230;252105;Analista de organização e métodos;Demais Ocupações;Demais Ocupações;Demais Ocupações
09290;252105;Outros  administradores e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
09310;252210;Contador, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
09320;252205;Auditor contábil;Demais Ocupações;Demais Ocupações;Demais Ocupações
09330;252210;Técnico de controladoria;Demais Ocupações;Demais Ocupações;Demais Ocupações
09390;252205;Outros contadores;Demais Ocupações;Demais Ocupações;Demais Ocupações
09910;252205;Auditor geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
09940;252510;Analista de câmbio;Demais Ocupações;Demais Ocupações;Demais Ocupações
09990;252105;Outros economistas, administradores, contadores e trabalhadores assemelhados não classificados sob o;Demais Ocupações;Demais Ocupações;Demais Ocupações
12110;241005;Advogado, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
12120;241015;Advogado (direito civil);Demais Ocupações;Demais Ocupações;Demais Ocupações
12130;241020;Advogado (direito fiscal);Demais Ocupações;Demais Ocupações;Demais Ocupações
12140;241035;Advogado (direito do trabalho);Demais Ocupações;Demais Ocupações;Demais Ocupações
12150;241025;Advogado (direito penal);Demais Ocupações;Demais Ocupações;Demais Ocupações
12190;241005;Outros advogados;Demais Ocupações;Demais Ocupações;Demais Ocupações
12920;241215;Procurador da fazenda nacional;Demais Ocupações;Demais Ocupações;Demais Ocupações
12930;241210;Procurador autárquico;Demais Ocupações;Demais Ocupações;Demais Ocupações
12940;241010;Procurador de empresa;Demais Ocupações;Demais Ocupações;Demais Ocupações
12950;241040;Consultor jurídico;Demais Ocupações;Demais Ocupações;Demais Ocupações
12990;241040;Outros juristas não classificados sob outras  epígrafes;Demais Ocupações;Demais Ocupações;Demais Ocupações
13120;234505;Professor de didática (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13130;234520;Professor de prática de ensino (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13140;234510;Professor de orientação  educacional (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13150;234515;Professor  de  pesquisa educacional (ensino  superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13190;234515;Outros professores de disciplinas  pedagógicas  de ensino superior;Professores de ensino superior;Demais Ocupações;Demais Ocupações
13205;234210;Professor de química, em geral (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13210;234205;Professor de física, em geral (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13220;234210;Professor de química orgânica (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13230;234210;Professor de química inorgânica (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13290;231305;Outros  professores de ciências físicas e químicas de ensino superior;Demais Ocupações;Demais Ocupações;Demais Ocupações
13320;234310;Professor de resistência dos materiais (engenharia e arquitetura);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13330;234310;Professor de materiais de construção (engenharia e arquitetura);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13335;234310;Professor  de  construções  metálicas e de concret (engenharia e arquitetura);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13340;234310;Professor  de análise estrutural (engenharia e arquitetura);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13345;234310;Professor  de desenho técnico (engenharia e arquitetura);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13350;234310;Professor  de mecânica dos solos (engenharia e arquitetura);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13355;234310;Professor de tecnologia especializada (engenharia e arquitetura);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13360;234305;Professor de planejamento de arquitetura (engenharia e arquitetura);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13365;234305;Professor de planejamento urbanístico (engenharia e arquitetura);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13370;234310;Professor  de circuitos  elétricos  e  eletrônicos (engenharia);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13375;234310;Professor de mineração e petrografia (engenharia);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13380;234310;Professor de metalografia, siderurgia e tratamento de minérios (engenharia);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13390;234310;Outros professores de engenharia e arquitetura;Professores de ensino superior;Demais Ocupações;Demais Ocupações
13405;234110;Professor   de  matemática, em geral (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13410;234115;Professor  de  estatística, em geral (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13420;234105;Professor de cálculo numérico (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13430;234105;Professor de teoria matemática de sistemas (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13440;234110;Professor de álgebra linear (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13450;234105;Professor  de  matemática financeira (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13460;234115;Professor de demografia (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13490;234105;Outros  professores  de  matemática, estatística e ciências afins de ensino superior;Professores de ensino superior;Demais Ocupações;Demais Ocupações
13510;234805;Professor de economia, em geral (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13520;234805;Professor de teoria econômica (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13530;234805;Professor de pesquisa econômica (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13540;234805;Professor  de análise macroeconômica (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13550;234805;Professor  de análise microeconômica (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
13560;234810;Professor de administração (ensino superior);Professores de ensino superior;Demais Ocupações;Demais Ocupações
